"Statistic","Year","Electoral Division","UNIT","VALUE"
"Household median gross income","2016","070 Cartron, Co. Sligo","Euro","41082"
"Household median gross income","2016","072 Cloonoghill, Co. Sligo","Euro","42044"
"Household median gross income","2016","073 Coolaney, Co. Sligo","Euro","45461"
"Household median gross income","2016","074 Glendarragh, Co. Sligo","Euro","26639"
"Household median gross income","2016","075 Kilmacteige, Co. Sligo","Euro","37813"
"Household median gross income","2016","076 Kilturra, Co. Sligo","Euro","42971"
"Household median gross income","2016","077 Leitrim, Co. Sligo","Euro","38795"
"Household median gross income","2016","999 Loughill / Cloonacool","Euro","35150"
"Household median gross income","2016","079 Owenmore, Co. Sligo","Euro","25916"
"Household median gross income","2016","080 Streamstown, Co. Sligo","Euro","47792"
"Household median gross income","2016","081 Temple, Co. Sligo","Euro","49464"
"Household median gross income","2016","082 Tobercurry, Co. Sligo","Euro","32802"
"Household median gross income","2016","001 Cavan Urban, Co. Cavan","Euro","26423"
"Household median gross income","2016","002 Bailieborough, Co. Cavan","Euro","35142"
"Household median gross income","2016","003 Carnagarve, Co. Cavan","Euro","47883"
"Household median gross income","2016","004 Crossbane, Co. Cavan","Euro","50674"
"Household median gross income","2016","005 Drumanespick, Co. Cavan","Euro","44777"
"Household median gross income","2016","006 Enniskeen, Co. Cavan","Euro","51075"
"Household median gross income","2016","007 Killinkere, Co. Cavan","Euro","45265"
"Household median gross income","2016","008 Kingscourt, Co. Cavan","Euro","41597"
"Household median gross income","2016","009 Lisagoan, Co. Cavan","Euro","45898"
"Household median gross income","2016","010 Mullagh, Co. Cavan","Euro","41614"
"Household median gross income","2016","011 Shercock, Co. Cavan","Euro","43499"
"Household median gross income","2016","012 Skeagh, Co. Cavan","Euro","40370"
"Household median gross income","2016","013 Taghart, Co. Cavan","Euro","41116"
"Household median gross income","2016","014 Termon, Co. Cavan","Euro","43740"
"Household median gross income","2016","015 Ballyconnell, Co. Cavan","Euro","31199"
"Household median gross income","2016","016 Ballymagauran, Co. Cavan","Euro","27129"
"Household median gross income","2016","017 Bawnboy, Co. Cavan","Euro","34152"
"Household median gross income","2016","019 Bilberry, Co. Cavan","Euro","37335"
"Household median gross income","2016","020 Carn, Co. Cavan","Euro","41923"
"Household median gross income","2016","021 Diamond, Co. Cavan","Euro","36778"
"Household median gross income","2016","022 Doogary, Co. Cavan","Euro","29739"
"Household median gross income","2016","023 Kinawley, Co. Cavan","Euro","26300"
"Household median gross income","2016","024 Lissanover, Co. Cavan","Euro","37968"
"Household median gross income","2016","999 Pedara Vohers / Tircahan","Euro","25107"
"Household median gross income","2016","026 Swanlinbar, Co. Cavan","Euro","25180"
"Household median gross income","2016","999 Templeport / Benbrack","Euro","27281"
"Household median gross income","2016","029 Ballyjamesduff, Co. Cavan","Euro","37950"
"Household median gross income","2016","030 Castlerahan, Co. Cavan","Euro","44754"
"Household median gross income","2016","031 Kilbride, Co. Cavan","Euro","39245"
"Household median gross income","2016","032 Lurgan, Co. Cavan","Euro","45627"
"Household median gross income","2016","033 Munterconnaught, Co. Cavan","Euro","49176"
"Household median gross income","2016","034 Virginia, Co. Cavan","Euro","40218"
"Household median gross income","2016","035 Ardue, Co. Cavan","Euro","38126"
"Household median gross income","2016","036 Arvagh, Co. Cavan","Euro","36694"
"Household median gross income","2016","037 Ashfield, Co. Cavan","Euro","41768"
"Household median gross income","2016","038 Ballintemple, Co. Cavan","Euro","45988"
"Household median gross income","2016","039 Ballyhaise, Co. Cavan","Euro","44458"
"Household median gross income","2016","040 Ballymachugh, Co. Cavan","Euro","41133"
"Household median gross income","2016","041 Bellananagh, Co. Cavan","Euro","35308"
"Household median gross income","2016","042 Belturbet Urban, Co. Cavan","Euro","24147"
"Household median gross income","2016","043 Bruce Hall, Co. Cavan","Euro","40146"
"Household median gross income","2016","044 Butler's Bridge, Co. Cavan","Euro","43627"
"Household median gross income","2016","045 Canningstown, Co. Cavan","Euro","38833"
"Household median gross income","2016","046 Carrafin, Co. Cavan","Euro","44056"
"Household median gross income","2016","047 Castlesaunderson, Co. Cavan","Euro","41419"
"Household median gross income","2016","048 Cavan Rural, Co. Cavan","Euro","44033"
"Household median gross income","2016","049 Clonervy, Co. Cavan","Euro","55250"
"Household median gross income","2016","050 Cootehill Rural, Co. Cavan","Euro","45239"
"Household median gross income","2016","051 Cootehill Urban, Co. Cavan","Euro","27481"
"Household median gross income","2016","052 Corr, Co. Cavan","Euro","41146"
"Household median gross income","2016","053 Corraneary, Co. Cavan","Euro","42477"
"Household median gross income","2016","054 Crossdoney, Co. Cavan","Euro","49219"
"Household median gross income","2016","055 Crosskeys, Co. Cavan","Euro","40768"
"Household median gross income","2016","056 Cuttragh, Co. Cavan","Euro","44067"
"Household median gross income","2016","057 Denn, Co. Cavan","Euro","38479"
"Household median gross income","2016","058 Derrin, Co. Cavan","Euro","41887"
"Household median gross income","2016","059 Drumcarban, Co. Cavan","Euro","39966"
"Household median gross income","2016","060 Drumcarn, Co. Cavan","Euro","40146"
"Household median gross income","2016","061 Drung, Co. Cavan","Euro","44110"
"Household median gross income","2016","062 Graddum, Co. Cavan","Euro","39097"
"Household median gross income","2016","063 Grilly, Co. Cavan","Euro","43728"
"Household median gross income","2016","064 Kilconny, Co. Cavan","Euro","39627"
"Household median gross income","2016","065 Kill, Co. Cavan","Euro","38903"
"Household median gross income","2016","066 Killashandra, Co. Cavan","Euro","37433"
"Household median gross income","2016","067 Killykeen, Co. Cavan","Euro","48020"
"Household median gross income","2016","068 Kilnaleck, Co. Cavan","Euro","38257"
"Household median gross income","2016","069 Knappagh, Co. Cavan","Euro","48456"
"Household median gross income","2016","070 Larah North, Co. Cavan","Euro","55435"
"Household median gross income","2016","071 Larah South, Co. Cavan","Euro","48110"
"Household median gross income","2016","072 Milltown, Co. Cavan","Euro","35692"
"Household median gross income","2016","073 Moynehall, Co. Cavan","Euro","49145"
"Household median gross income","2016","074 Rakenny, Co. Cavan","Euro","39680"
"Household median gross income","2016","075 Redhill, Co. Cavan","Euro","38089"
"Household median gross income","2016","076 Springfield, Co. Cavan","Euro","44117"
"Household median gross income","2016","077 Stradone, Co. Cavan","Euro","45399"
"Household median gross income","2016","078 Tullyvin East, Co. Cavan","Euro","48890"
"Household median gross income","2016","079 Tullyvin West, Co. Cavan","Euro","54794"
"Household median gross income","2016","080 Waterloo, Co. Cavan","Euro","46873"
"Household median gross income","2016","081 Derrylahan, Co. Cavan","Euro","22394"
"Household median gross income","2016","083 Dowra, Co. Cavan","Euro","28315"
"Household median gross income","2016","999 Dunmakeever / Derrynananta","Euro","24331"
"Household median gross income","2016","085 Eskey, Co. Cavan","Euro","34191"
"Household median gross income","2016","999 Killinagh / Teebane","Euro","26967"
"Household median gross income","2016","088 Tuam, Co. Cavan","Euro","24734"
"Household median gross income","2016","089 Drumlumman, Co. Cavan","Euro","50331"
"Household median gross income","2016","090 Kilcogy, Co. Cavan","Euro","39419"
"Household median gross income","2016","091 Kilgolagh, Co. Cavan","Euro","35270"
"Household median gross income","2016","092 Loughdawan, Co. Cavan","Euro","36752"
"Household median gross income","2016","093 Scrabby, Co. Cavan","Euro","43183"
"Household median gross income","2016","001 Buncrana Urban, Co. Donegal","Euro","26134"
"Household median gross income","2016","002 Bundoran Urban, Co. Donegal","Euro","25994"
"Household median gross income","2016","003 Letterkenny Urban, Co. Donegal","Euro","23623"
"Household median gross income","2016","004 Ballintra, Co. Donegal","Euro","28546"
"Household median gross income","2016","005 Ballyshannon Rural, Co. Donegal","Euro","40487"
"Household median gross income","2016","006 Ballyshannon Urban, Co. Donegal","Euro","27828"
"Household median gross income","2016","007 Bundoran Rural, Co. Donegal","Euro","36507"
"Household median gross income","2016","008 Carrickboy, Co. Donegal","Euro","32836"
"Household median gross income","2016","009 Cavangarden, Co. Donegal","Euro","42861"
"Household median gross income","2016","010 Cliff, Co. Donegal","Euro","34025"
"Household median gross income","2016","011 Ballintra, Co. Donegal","Euro","31742"
"Household median gross income","2016","012 An Bhinn Bhán, Co. Donegal","Euro","26486"
"Household median gross income","2016","013 Bonnyglen, Co. Donegal","Euro","35346"
"Household median gross income","2016","014 Clogher, Co. Donegal","Euro","44657"
"Household median gross income","2016","015 Corkermore, Co. Donegal","Euro","33897"
"Household median gross income","2016","016 Donegal, Co. Donegal","Euro","36683"
"Household median gross income","2016","017 Dunkineely, Co. Donegal","Euro","37506"
"Household median gross income","2016","018 Eanymore, Co. Donegal","Euro","30250"
"Household median gross income","2016","019 Grousehall, Co. Donegal","Euro","16667"
"Household median gross income","2016","020 Haugh, Co. Donegal","Euro","49476"
"Household median gross income","2016","021 Inver, Co. Donegal","Euro","40320"
"Household median gross income","2016","022 Laghy, Co. Donegal","Euro","34007"
"Household median gross income","2016","023 Loch Iascaigh, Co. Donegal","Euro","38770"
"Household median gross income","2016","024 Pettigoe, Co. Donegal","Euro","21736"
"Household median gross income","2016","025 Tantallon, Co. Donegal","Euro","41126"
"Household median gross income","2016","026 Tawnawully, Co. Donegal","Euro","37409"
"Household median gross income","2016","027 Templecarn, Co. Donegal","Euro","23172"
"Household median gross income","2016","028 Tullynaught, Co. Donegal","Euro","40454"
"Household median gross income","2016","029 Ards, Co. Donegal","Euro","33209"
"Household median gross income","2016","030 Críoch na Sméar, Co. Donegal","Euro","34543"
"Household median gross income","2016","031 An Craoslach, Co. Donegal","Euro","25986"
"Household median gross income","2016","032 Na Croisbhealaí, Co. Donegal","Euro","27533"
"Household median gross income","2016","033 Caisleán na dTuath, Co. Donegal","Euro","32365"
"Household median gross income","2016","034 Dún Fionnachaidh, Co. Donegal","Euro","31260"
"Household median gross income","2016","035 Dún Lúiche, Co. Donegal","Euro","28348"
"Household median gross income","2016","036 Gort an Choirce, Co. Donegal","Euro","26793"
"Household median gross income","2016","037 Machaire Chlochair, Co. Donegal","Euro","31239"
"Household median gross income","2016","038 Mín an Chladaigh, Co. Donegal","Euro","27608"
"Household median gross income","2016","039 Anagaire, Co. Donegal","Euro","28708"
"Household median gross income","2016","040 Árainn Mhór, Co. Donegal","Euro","21933"
"Household median gross income","2016","041 Ard an Rátha, Co. Donegal","Euro","30311"
"Household median gross income","2016","042 Cró Bheithe, Co. Donegal","Euro","28295"
"Household median gross income","2016","043 Cró Chaorach, Co. Donegal","Euro","28530"
"Household median gross income","2016","044 Crownarad, Co. Donegal","Euro","55625"
"Household median gross income","2016","045 Dawros, Co. Donegal","Euro","35738"
"Household median gross income","2016","046 An Dúchoraidh, Co. Donegal","Euro","21971"
"Household median gross income","2016","047 An Clochán Liath, Co. Donegal","Euro","27767"
"Household median gross income","2016","048 Baile na Finne, Co. Donegal","Euro","34041"
"Household median gross income","2016","049 Gleann Cholm Cille, Co. Donegal","Euro","29796"
"Household median gross income","2016","050 Gleann Gheis, Co. Donegal","Euro","35035"
